incoming_record_id,db_record_id,is_true_match
238,71276,1
239,144777,1
240,33237,1
241,50065,1
242,23776,1
243,167688,1
244,174311,1
245,148126,1
246,39663,1
247,109392,1
248,70731,1
249,47196,1
250,97162,1
251,9426,1
252,815,1
253,59013,1
254,135129,1
255,194932,1
256,164761,1
257,177331,1
258,46348,1
259,193090,1
260,71836,1
261,161294,1
262,84952,1
263,172823,1
264,136304,1
265,130970,1
266,125594,1
267,3419,1
268,106084,1
269,184004,1
270,48005,1
271,51865,1
272,58889,1
273,39391,1
274,4424,1
275,98978,1
276,135793,1
277,38690,1
278,41582,1
279,25127,1
280,194076,1
281,198932,1
282,34633,1
283,165833,1
284,343,1
285,138264,1
286,170565,1
287,183504,1
288,153880,1
289,40170,1
290,152919,1
291,97605,1
292,179097,1
293,113622,1
294,103307,1
295,79137,1
296,142224,1
297,136011,1
298,9522,1
299,35016,1
300,51615,1
301,58645,1
302,13176,1
303,1075,1
304,8285,1
305,159984,1
306,125924,1
307,19507,1
308,90553,1
309,30671,1
310,56322,1
311,158439,1
312,171499,1
313,55887,1
314,140727,1
315,78953,1
316,156586,1
317,17380,1
318,110670,1
319,60054,1
320,72780,1
321,14909,1
322,48978,1
323,43817,1
324,58123,1
325,27943,1
326,68022,1
327,172326,1
328,162828,1
329,10558,1
330,85565,1
331,177309,1
332,157391,1
333,35945,1
334,184689,1
335,30387,1
336,179339,1
337,139471,1
338,183664,1
339,190018,1
340,133093,1
341,188743,1
342,45335,1
343,186207,1
344,12497,1
345,194782,1
346,154733,1
347,41426,1
348,45835,1
349,17451,1
350,130436,1
351,113768,1
352,102506,1
353,144492,1
354,141807,1
355,42994,1
356,10301,1
357,26258,1
358,153745,1
359,36338,1
360,26573,1
361,21761,1
362,60950,1
363,170716,1
364,3387,1
365,139696,1
366,11186,1
367,160574,1
368,46224,1
369,186258,1
370,166135,1
371,195463,1
372,196177,1
373,150541,1
374,89938,1
375,38373,1
376,196050,1
377,63983,1
378,3907,1
379,196824,1
380,113435,1
381,148987,1
382,104295,1
383,48407,1
384,161381,1
385,48377,1
386,106380,1
387,38073,1
388,198864,1
389,84102,1
390,118244,1
391,165419,1
392,81391,1
393,192785,1
394,177719,1
395,134234,1
396,149463,1
397,82129,1
398,156998,1
399,107922,1
400,19475,1
401,133929,1
402,109387,1
403,9240,1
404,93924,1
405,34190,1
406,116312,1
407,14986,1
408,137128,1
409,65807,1
410,159036,1
411,134045,1
412,144665,1
413,120664,1
414,56245,1
415,39754,1
416,22910,1
417,157916,1
418,23785,1
419,76952,1
420,172118,1
421,32196,1
422,15852,1
423,63207,1
424,46041,1
425,100641,1
426,46958,1
427,99783,1
428,22738,1
429,51574,1
430,191276,1
431,71938,1
432,74178,1
433,160986,1
434,121410,1
435,137683,1
436,194893,1
437,163996,1
438,60327,1
439,48661,1
440,99868,1
441,86070,1
442,60698,1
443,164602,1
444,124115,1
445,75403,1
446,48651,1
447,189812,1
448,100497,1
449,65923,1
450,60706,1
451,32157,1
452,46861,1
453,26910,1
454,149153,1
455,199649,1
456,18219,1
457,143967,1
458,93412,1
459,195606,1
460,44590,1
461,146685,1
462,115249,1
463,170663,1
464,161952,1
465,108394,1
466,126040,1
467,26927,1
468,95825,1
469,85249,1
470,87196,1
471,195352,1
472,159594,1
473,24021,1
474,146818,1
475,81720,1
476,41218,1
477,68939,1
478,76906,1
479,28006,1
480,5078,1
481,77130,1
482,99143,1
483,17247,1
484,17423,1
485,70371,1
486,31412,1
487,108037,1
488,143997,1
489,14392,1
490,50636,1
491,191416,1
492,117511,1
493,61074,1
494,81283,1
495,477,1
496,43690,1
497,34845,1
498,70052,1
499,175228,1
500,82617,1
501,43018,1
502,21178,1
503,178510,1
504,163564,1
505,155027,1
506,123576,1
507,111653,1
508,27417,1
509,121214,1
510,195172,1
511,193276,1
512,198096,1
513,195339,1
514,31535,1
515,166259,1
516,67345,1
517,77702,1
518,189262,1
519,131649,1
520,184455,1
521,38920,1
522,74197,1
523,169324,1
524,117040,1
525,94084,1
526,165238,1
527,32838,1
528,83642,1
529,40737,1
530,93513,1
531,9878,1
532,118127,1
533,135496,1
534,84146,1
535,66659,1
536,46262,1
537,164145,1
538,191507,1
539,15319,1
540,95920,1
541,113322,1
542,58151,1
543,196657,1
544,12677,1
545,1581,1
546,29679,1
547,16072,1
548,35425,1
549,130873,1
550,40076,1
551,121668,1
552,151224,1
553,164711,1
554,138253,1
555,103428,1
556,110574,1
557,27802,1
558,41671,1
559,172530,1
560,99232,1
561,163772,1
562,125796,1
563,128517,1
564,185433,1
565,61971,1
566,129259,1
567,31608,1
568,93563,1
569,115606,1
570,135890,1
571,34312,1
572,184489,1
573,27239,1
574,179086,1
575,79369,1
576,170261,1
577,79734,1
578,78448,1
579,73901,1
580,154124,1
581,68914,1
582,116434,1
583,171728,1
584,192061,1
585,10639,1
586,170180,1
587,89660,1
588,76412,1
589,2015,1
590,174816,1
591,188362,1
592,61561,1
593,75960,1
594,199241,1
595,30952,1
596,10570,1
597,175660,1
598,93185,1
599,163163,1
600,175076,1
601,187500,1
602,76074,1
603,117249,1
604,111711,1
605,168092,1
606,7548,1
607,73407,1
608,145268,1
609,157820,1
610,29344,1
611,160075,1
612,148113,1
613,89227,1
614,7122,1
615,15032,1
616,113652,1
617,191806,1
618,191074,1
619,52030,1
620,85228,1
621,187282,1
622,112108,1
623,159847,1
624,67370,1
625,199919,1
626,141915,1
627,137783,1
628,5947,1
629,95356,1
630,37018,1
631,27797,1
632,48003,1
633,174590,1
634,5526,1
635,88318,1
636,134406,1
637,147822,1
638,56622,1
639,40624,1
640,2254,1
641,116961,1
642,122958,1
643,189869,1
644,160175,1
645,32388,1
646,115430,1
647,135690,1
648,103898,1
649,179708,1
650,126114,1
651,54070,1
652,166456,1
653,55718,1
654,47145,1
655,80768,1
656,104273,1
657,127940,1
658,38128,1
659,68906,1
660,90323,1
661,170609,1
662,169222,1
663,44334,1
664,179618,1
665,77941,1
666,189312,1
667,108665,1
668,12530,1
669,153444,1
670,73387,1
671,17367,1
672,80137,1
673,61188,1
674,179902,1
675,137632,1
676,15755,1
677,151202,1
678,110143,1
679,97655,1
680,72074,1
681,189483,1
682,18532,1
683,164275,1
684,118325,1
685,4867,1
686,183839,1
687,82615,1
688,121466,1
689,158973,1
690,58803,1
691,122995,1
692,147508,1
693,168243,1
694,49892,1
695,144955,1
696,170493,1
697,34923,1
698,141425,1
699,114208,1
700,156597,1
701,89083,1
702,122935,1
703,129449,1
704,20860,1
705,85596,1
706,92498,1
707,107941,1
708,149336,1
709,173922,1
710,24900,1
711,79593,1
712,75872,1
713,183932,1
714,135205,1
715,10031,1
716,66342,1
717,188134,1
718,165334,1
719,64960,1
720,187346,1
721,144901,1
722,4339,1
723,198486,1
724,21597,1
725,134023,1
726,120186,1
727,151730,1
728,63055,1
729,117229,1
730,118641,1
731,139242,1
732,137141,1
733,144363,1
734,172129,1
735,49993,1
736,74198,1
737,53632,1
738,139221,1
739,71,1
740,165169,1
741,133267,1
742,111160,1
743,198230,1
744,191295,1
745,79924,1
746,110245,1
747,180688,1
748,183091,1
749,88274,1
750,76807,1
751,59737,1
752,190397,1
753,198378,1
754,81990,1
755,74996,1
756,173983,1
757,139397,1
758,44537,1
759,161909,1
760,165974,1
761,135455,1
762,67100,1
763,123773,1
764,136788,1
765,161183,1
766,1315,1
767,78965,1
768,89419,1
769,49490,1
770,184877,1
771,48957,1
772,155831,1
773,142973,1
774,4653,1
775,2400,1
776,29591,1
777,10589,1
778,141678,1
779,164527,1
780,171474,1
781,155287,1
782,97871,1
783,125387,1
784,188187,1
785,149423,1
786,162554,1
787,163439,1
788,176932,1
789,8327,1
790,66509,1
791,125899,1
792,17595,1
793,1482,1
794,168677,1
795,97670,1
796,158537,1
797,35491,1
798,113098,1
799,182760,1
800,74888,1
801,31079,1
802,8218,1
803,158246,1
804,90416,1
805,93632,1
806,24742,1
807,14879,1
808,51431,1
809,93112,1
810,137333,1
811,35902,1
812,152683,1
813,26104,1
814,84970,1
815,130711,1
816,140314,1
817,87898,1
818,130160,1
819,58148,1
820,100144,1
821,100441,1
822,12334,1
823,184466,1
824,64734,1
825,143920,1
826,90096,1
827,96279,1
828,176980,1
829,64249,1
830,125267,1
831,90678,1
832,10876,1
833,100843,1
834,11757,1
835,152249,1
836,66507,1
837,118031,1
838,169091,1
839,7979,1
840,44962,1
841,58156,1
842,145573,1
843,74543,1
844,57932,1
845,123549,1
846,97347,1
847,62449,1
848,170856,1
849,183881,1
850,109948,1
851,43427,1
852,4451,1
853,90834,1
854,119136,1
855,14204,1
856,80526,1
857,52634,1
858,128211,1
859,188704,1
860,176406,1
861,23325,1
862,95401,1
863,55243,1
864,112338,1
865,56577,1
866,24765,1
867,152689,1
868,86073,1
869,155614,1
870,154542,1
871,174368,1
872,161958,1
873,14701,1
874,116955,1
875,7148,1
876,105605,1
877,188638,1
878,39934,1
879,126216,1
880,33434,1
881,6970,1
882,9373,1
883,28767,1
884,103359,1
885,82786,1
886,131669,1
887,28156,1
888,6559,1
889,197289,1
890,131055,1
891,37197,1
892,63479,1
893,41203,1
894,67547,1
895,4769,1
896,107299,1
897,24492,1
898,148514,1
899,81303,1
900,165226,1
901,103523,1
902,86184,1
903,179010,1
904,141334,1
905,13254,1
906,167742,1
907,186173,1
908,17410,1
909,57974,1
910,164709,1
911,38963,1
912,18110,1
913,190975,1
914,114361,1
915,98315,1
916,90462,1
917,141045,1
918,188892,1
919,40155,1
920,88176,1
921,161397,1
922,183071,1
923,38726,1
924,8896,1
925,154698,1
926,104567,1
927,185214,1
928,13524,1
929,196988,1
930,179835,1
931,7385,1
932,143109,1
933,119726,1
934,175855,1
935,187177,1
936,113147,1
937,61892,1
938,99473,1
939,142834,1
940,52617,1
941,20512,1
942,177252,1
943,156863,1
944,18593,1
945,93800,1
946,167344,1
947,1767,1
948,110816,1
949,101552,1
950,12709,1
951,97891,1
952,42323,1
953,113953,1
954,25780,1
955,101996,1
956,198219,1
957,97026,1
958,54531,1
959,153612,1
960,138176,1
961,4767,1
962,1722,1
963,36715,1
964,81030,1
965,63491,1
966,182886,1
967,117241,1
968,77708,1
969,73772,1
970,170353,1
971,182302,1
972,16931,1
973,8082,1
974,14309,1
975,84018,1
976,185576,1
977,156690,1
978,195016,1
979,67829,1
980,148483,1
981,125343,1
982,169554,1
983,11828,1
984,186438,1
985,52729,1
986,8,1
987,33844,1
988,46635,1
989,65302,1
990,159702,1
991,113780,1
992,55390,1
993,102939,1
994,80005,1
995,144099,1
996,116134,1
997,178685,1
998,93141,1
999,16313,1
1000,13011,1
1001,76847,1
1002,121679,1
1003,61333,1
1004,131478,1
1005,23101,1
1006,27962,1
1007,88434,1
1008,45519,1
1009,138334,1
1010,56146,1
1011,2789,1
1012,108032,1
1013,138247,1
1014,77742,1
1015,95462,1
1016,120398,1
1017,72100,1
1018,87299,1
1019,85954,1
1020,99064,1
1021,155021,1
1022,171098,1
1023,24319,1
1024,128252,1
1025,69285,1
1026,34536,1
1027,141135,1
1028,192355,1
1029,173874,1
1030,16347,1
1031,113562,1
1032,47806,1
1033,156147,1
1034,124867,1
1035,87642,1
1036,37176,1
1037,48522,1
1038,1597,1
1039,12463,1
1040,86773,1
1041,128157,1
1042,137826,1
1043,49052,1
1044,176590,1
1045,154278,1
1046,38114,1
1047,39348,1
1048,178209,1
1049,50997,1
1050,76762,1
1051,186070,1
1052,191616,1
1053,171296,1
1054,124833,1
1055,160372,1
1056,35715,1
1057,172096,1
1058,87173,1
1059,146726,1
1060,26232,1
1061,38310,1
1062,16497,1
1063,172217,1
1064,188909,1
1065,19559,1
1066,192922,1
1067,5484,1
1068,96781,1
1069,4942,1
1070,162876,1
1071,137861,1
1072,97326,1
1073,167817,1
1074,146050,1
1075,41001,1
1076,196686,1
1077,63365,1
1078,32653,1
1079,14553,1
1080,37092,1
1081,91612,1
1082,143918,1
1083,710,1
1084,187753,1
1085,88792,1
1086,29307,1
1087,115195,1
1088,77342,1
1089,147042,1
1090,11948,1
1091,43759,1
1092,126387,1
1093,58390,1
1094,63585,1
1095,37225,1
1096,6825,1
1097,17814,1
1098,1608,1
1099,27638,1
1100,148641,1
1101,140082,1
1102,123764,1
1103,199559,1
1104,104925,1
1105,61694,1
1106,186010,1
1107,118206,1
1108,112574,1
1109,156788,1
1110,133782,1
1111,38604,1
1112,105023,1
1113,134859,1
1114,143250,1
1115,118618,1
1116,179691,1
1117,110523,1
1118,34816,1
1119,77261,1
1120,91897,1
1121,13088,1
1122,90514,1
1123,74830,1
1124,45751,1
1125,128375,1
1126,1741,1
1127,181850,1
1128,46072,1
1129,100958,1
1130,129919,1
1131,109407,1
1132,131433,1
1133,2390,1
1134,49473,1
1135,114820,1
1136,14583,1
1137,192893,1
1138,30632,1
1139,106889,1
1140,162965,1
1141,135260,1
1142,173923,1
1143,16650,1
1144,168409,1
1145,124665,1
1146,58466,1
1147,27811,1
1148,26392,1
1149,173422,1
1150,18586,1
1151,63924,1
1152,98869,1
1153,2560,1
1154,158544,1
1155,15459,1
1156,140665,1
1157,97495,1
1158,24510,1
1159,185040,1
1160,185703,1
1161,481,1
1162,39210,1
1163,180281,1
1164,26918,1
1165,44651,1
1166,145971,1
1167,57241,1
1168,123582,1
1169,35950,1
1170,11289,1
1171,7415,1
1172,35610,1
1173,48031,1
1174,164197,1
1175,173293,1
1176,184692,1
1177,30669,1
1178,63103,1
1179,16231,1
1180,177092,1
1181,151579,1
1182,132678,1
1183,48083,1
1184,168495,1
1185,74572,1
1186,165779,1
1187,139431,1
1188,187917,1
1189,141733,1
1190,23352,1
1191,71961,1
1192,158769,1
1193,115942,1
1194,155699,1
1195,152775,1
1196,78741,1
1197,144775,1
1198,147707,1
1199,33449,1
1200,125160,1
1201,192201,1
1202,34393,1
1203,116062,1
1204,10810,1
1205,147129,1
1206,183669,1
1207,144542,1
1208,22617,1
1209,10305,1
1210,42951,1
1211,126242,1
1212,140376,1
1213,172464,1
1214,114879,1
1215,15254,1
1216,85962,1
1217,150495,1
1218,83358,1
1219,197708,1
1220,32453,1
1221,174684,1
1222,141778,1
1223,78882,1
1224,64881,1
1225,150282,1
1226,33911,1
1227,113127,1
1228,33479,1
1229,24911,1
1230,114239,1
1231,91513,1
1232,30018,1
1233,64873,1
1234,10757,1
1235,163877,1
1236,147491,1
1237,65446,1
1238,100697,1
1239,53013,1
1240,146348,1
1241,143080,1
1242,142794,1
1243,41739,1
1244,119953,1
1245,85530,1
1246,36175,1
1247,43202,1
1248,172303,1
1249,180055,1
1250,32169,1
1251,196388,1
1252,3264,1
1253,136896,1
1254,85546,1
1255,520,1
1256,94159,1
1257,39734,1
1258,3807,1
1259,91400,1
1260,123992,1
1261,35875,1
1262,53138,1
1263,156820,1
1264,59754,1
1265,43730,1
1266,133498,1
1267,198229,1
1268,41809,1
1269,189195,1
1270,134853,1
1271,84157,1
1272,93864,1
1273,199318,1
1274,6083,1
1275,164706,1
1276,194770,1
1277,114302,1
1278,196830,1
1279,161530,1
1280,75914,1
1281,47869,1
1282,129367,1
1283,24096,1
1284,133827,1
1285,150666,1
1286,175492,1
1287,70805,1
1288,50382,1
1289,81480,1
1290,47670,1
1291,46149,1
1292,144081,1
1293,70784,1
1294,69201,1
1295,183901,1
1296,185197,1
1297,99904,1
1298,111440,1
1299,195689,1
1300,33462,1
1301,62969,1
1302,46142,1
1303,107152,1
1304,60337,1
1305,129357,1
1306,29820,1
1307,170347,1
1308,1285,1
1309,138576,1
1310,25228,1
1311,102076,1
1312,119071,1
1313,489,1
1314,103787,1
1315,96668,1
1316,131296,1
1317,56803,1
1318,75083,1
1319,120043,1
1320,161833,1
1321,198357,1
1322,125989,1
1323,127348,1
1324,86213,1
1325,110127,1
1326,43552,1
1327,48275,1
1328,194417,1
1329,7204,1
1330,166068,1
1331,172049,1
1332,68620,1
1333,59007,1
1334,88786,1
1335,25118,1
1336,180116,1
1337,190612,1
1338,155581,1
1339,24684,1
1340,47738,1
1341,38914,1
1342,64266,1
1343,116923,1
1344,49144,1
1345,28782,1
1346,2974,1
1347,66377,1
1348,48580,1
1349,34918,1
1350,71392,1
1351,67552,1
1352,143810,1
1353,19622,1
1354,67361,1
1355,95099,1
1356,91872,1
1357,192114,1
1358,139886,1
1359,188318,1
1360,150065,1
1361,112348,1
1362,128509,1
1363,120225,1
1364,146169,1
1365,197524,1
1366,37657,1
1367,24068,1
1368,97620,1
1369,151240,1
1370,52062,1
1371,131508,1
1372,119741,1
1373,178755,1
1374,31030,1
1375,31806,1
1376,159170,1
1377,180555,1
1378,135222,1
1379,101225,1
1380,82563,1
1381,152934,1
1382,65052,1
1383,47065,1
1384,162991,1
1385,137297,1
1386,130324,1
1387,195903,1
1388,41077,1
1389,187544,1
1390,88779,1
1391,175348,1
1392,76905,1
1393,86755,1
1394,66191,1
1395,135747,1
1396,154766,1
1397,43298,1
1398,21629,1
1399,104476,1
1400,197689,1
1401,121789,1
1402,90944,1
1403,171063,1
1404,148365,1
1405,160531,1
1406,122515,1
1407,134467,1
1408,129603,1
1409,21149,1
1410,181081,1
1411,45866,1
1412,2349,1
1413,90789,1
1414,48826,1
1415,147772,1
1416,189960,1
1417,25728,1
1418,106902,1
1419,102639,1
1420,198755,1
1421,61250,1
1422,144945,1
1423,18155,1
1424,26718,1
1425,164260,1
1426,53849,1
1427,121044,1
1428,44151,1
1429,129284,1
1430,27405,1
1431,5558,1
1432,142149,1
1433,98269,1
1434,30516,1
1435,138271,1
1436,107646,1
1437,74625,1
1438,84175,1
1439,147218,1
1440,52548,1
1441,106193,1
1442,27292,1
1443,79947,1
1444,193602,1
1445,33757,1
1446,4013,1
1447,120391,1
1448,1214,1
1449,61872,1
1450,140535,1
1451,124628,1
1452,148776,1
1453,1768,1
1454,43939,1
1455,21328,1
1456,26810,1
1457,142795,1
1458,23112,1
1459,186036,1
1460,83514,1
1461,77830,1
1462,18183,1
1463,13246,1
1464,146575,1
1465,148934,1
1466,166024,1
1467,79452,1
1468,97601,1
1469,127188,1
1470,180725,1
1471,164073,1
1472,20241,1
1473,101154,1
1474,158638,1
1475,99650,1
1476,141692,1
1477,146060,1
1478,163650,1
1479,20169,1
1480,76636,1
1481,96285,1
1482,93189,1
1483,135843,1
1484,125536,1
1485,122270,1
1486,80812,1
1487,135429,1
1488,79211,1
1489,190941,1
1490,88328,1
1491,174738,1
1492,64550,1
1493,62720,1
1494,24012,1
1495,192379,1
1496,82016,1
1497,109988,1
1498,131982,1
1499,74611,1
1500,175098,1
1501,34572,1
1502,8408,1
1503,68132,1
1504,146749,1
1505,28160,1
1506,21557,1
1507,110684,1
1508,133440,1
1509,108256,1
1510,34618,1
1511,8636,1
1512,119642,1
1513,161256,1
1514,101334,1
1515,81490,1
1516,182401,1
1517,17073,1
1518,41537,1
1519,116087,1
1520,163006,1
1521,16786,1
1522,184695,1
1523,134722,1
1524,156146,1
1525,108731,1
1526,155165,1
1527,149934,1
1528,109709,1
1529,123338,1
1530,88366,1
1531,187253,1
1532,113957,1
1533,194195,1
1534,9997,1
1535,104319,1
1536,169333,1
1537,126444,1
1538,84991,1
1539,163521,1
1540,100986,1
1541,70290,1
1542,85049,1
1543,171541,1
1544,126095,1
1545,46725,1
1546,25526,1
1547,184077,1
1548,9837,1
1549,156712,1
1550,158506,1
1551,69487,1
1552,70423,1
1553,152666,1
1554,10070,1
1555,181622,1
1556,149947,1
1557,81744,1
1558,181513,1
1559,187457,1
1560,178601,1
1561,96249,1
1562,76536,1
1563,31165,1
1564,16046,1
1565,125794,1
1566,177412,1
1567,26556,1
1568,117119,1
1569,13839,1
1570,21653,1
1571,131091,1
1572,160030,1
1573,159402,1
1574,131039,1
1575,60007,1
1576,134111,1
1577,46682,1
1578,26678,1
1579,111634,1
1580,66102,1
1581,111594,1
1582,67247,1
1583,19759,1
1584,6005,1
1585,55930,1
1586,67458,1
1587,156992,1
1588,169880,1
1589,54824,1
1590,127463,1
1591,129467,1
1592,78322,1
1593,115171,1
1594,92897,1
1595,171535,1
1596,175973,1
1597,115513,1
1598,109700,1
1599,142500,1
1600,134337,1
1601,159966,1
1602,117540,1
1603,147944,1
1604,97120,1
1605,92491,1
1606,197801,1
1607,35026,1
1608,78272,1
1609,32284,1
1610,178351,1
1611,150389,1
1612,3141,1
1613,54946,1
1614,198876,1
1615,189644,1
1616,138552,1
1617,165751,1
1618,162788,1
1619,14316,1
1620,31851,1
1621,43739,1
1622,152677,1
1623,163295,1
1624,148907,1
1625,192613,1
1626,106857,1
1627,31149,1
1628,125661,1
1629,76941,1
1630,67696,1
1631,53057,1
1632,3083,1
1633,43130,1
1634,19680,1
1635,113782,1
1636,19159,1
1637,37352,1
1638,93122,1
1639,105826,1
1640,193650,1
1641,199007,1
1642,127064,1
1643,164556,1
1644,149564,1
1645,22836,1
1646,190399,1
1647,97863,1
1648,174528,1
1649,45666,1
1650,70492,1
1651,48802,1
1652,76927,1
1653,19723,1
1654,126442,1
1655,122413,1
1656,124362,1
1657,56047,1
1658,156737,1
1659,117152,1
1660,14257,1
1661,148853,1
1662,11236,1
1663,141877,1
1664,144807,1
1665,11017,1
1666,103409,1
1667,19172,1
1668,141727,1
1669,57081,1
1670,152015,1
1671,148636,1
1672,71644,1
1673,125082,1
1674,194226,1
1675,1899,1
1676,43947,1
1677,176493,1
1678,80539,1
1679,107144,1
1680,71475,1
1681,4079,1
1682,81756,1
1683,35314,1
1684,64379,1
1685,141258,1
1686,145773,1
1687,177944,1
1688,82173,1
1689,33014,1
1690,131406,1
1691,94682,1
1692,160015,1
1693,140277,1
1694,2933,1
1695,36327,1
1696,141730,1
1697,21829,1
1698,114728,1
1699,145139,1
1700,36658,1
1701,147701,1
1702,782,1
1703,197301,1
1704,164654,1
1705,40526,1
1706,18957,1
1707,176277,1
1708,123304,1
1709,199212,1
1710,97440,1
1711,183105,1
1712,105481,1
1713,98670,1
1714,190514,1
1715,100194,1
1716,6288,1
1717,179173,1
1718,185182,1
1719,32568,1
1720,80536,1
1721,79719,1
1722,46241,1
1723,131179,1
1724,17260,1
1725,35966,1
1726,192465,1
1727,35914,1
1728,121876,1
1729,124530,1
1730,3304,1
1731,168415,1
1732,71002,1
1733,176094,1
1734,6899,1
1735,100969,1
1736,17034,1
1737,34690,1
1738,81202,1
1739,97690,1
1740,141424,1
1741,121243,1
1742,105596,1
1743,87030,1
1744,49248,1
1745,85930,1
1746,114543,1
1747,18822,1
1748,157326,1
1749,168560,1
1750,101777,1
1751,35184,1
1752,131648,1
1753,79158,1
1754,24427,1
1755,101001,1
1756,95573,1
1757,100140,1
1758,195488,1
1759,43520,1
1760,67341,1
1761,16554,1
1762,96402,1
1763,69638,1
1764,193291,1
1765,151920,1
1766,89869,1
1767,4063,1
1768,190147,1
1769,21455,1
1770,188314,1
1771,62043,1
1772,108579,1
1773,131964,1
1774,113981,1
1775,173414,1
1776,90714,1
1777,139312,1
1778,86850,1
1779,68208,1
1780,63698,1
1781,101440,1
1782,95508,1
1783,76053,1
1784,47517,1
1785,124405,1
1786,117456,1
1787,129710,1
1788,20775,1
1789,189730,1
1790,43414,1
1791,109870,1
1792,184271,1
1793,180370,1
1794,97200,1
1795,9969,1
1796,187922,1
1797,132405,1
1798,103257,1
1799,78736,1
1800,122886,1
1801,104387,1
1802,6074,1
1803,35009,1
1804,151765,1
1805,64150,1
1806,73064,1
1807,84902,1
1808,192368,1
1809,97906,1
1810,72537,1
1811,183357,1
1812,165768,1
1813,121980,1
1814,167592,1
1815,46693,1
1816,101380,1
1817,54127,1
1818,39651,1
1819,158838,1
1820,180826,1
1821,116816,1
1822,124908,1
1823,199138,1
1824,109235,1
1825,75994,1
1826,66282,1
1827,93995,1
1828,23440,1
1829,135748,1
1830,138568,1
1831,150521,1
1832,45205,1
1833,6840,1
1834,90184,1
1835,43454,1
1836,30521,1
1837,30109,1
1838,155432,1
1839,148865,1
1840,99243,1
1841,51620,1
1842,114725,1
1843,22607,1
1844,66052,1
1845,46129,1
1846,144763,1
1847,152455,1
1848,173319,1
1849,22329,1
1850,153762,1
1851,14962,1
1852,103395,1
1853,82313,1
1854,85577,1
1855,35098,1
1856,106363,1
1857,136833,1
1858,114769,1
1859,184684,1
1860,151325,1
1861,7217,1
1862,113144,1
1863,165910,1
1864,47187,1
1865,158619,1
1866,132932,1
1867,178576,1
1868,23625,1
1869,85485,1
1870,130407,1
1871,32094,1
